,Movie Name,Year of Release,Genre,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross,Description
675,Pink,(III) (2016),"Crime, Drama, Thriller            ",136 min,8.1,-,"41,218",$1.24M,"When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names."
676,Leva sitt liv,(1962),Drama            ,80 min,8.0,-,"29,238",-,Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.
677,Äventyret,(1960),"Drama, Mystery, Romance            ",144 min,7.9,-,"27,403",-,"A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other."
678,Avsked,(2008),"Drama, Music            ",130 min,8.1,68        ,"49,514",$1.50M,A newly unemployed cellist takes a job preparing the dead for funerals.
679,Joint Security Area,(2000),"Action, Drama, Thriller            ",110 min,7.8,58        ,"27,563",-,"After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened."
680,Special 26,(2013),"Crime, Drama, Thriller            ",144 min,8.0,-,"52,572",$1.08M,A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers.
681,De oskyldiga,(1961),Horror            ,100 min,7.8,88        ,"27,837",$2.62M,A young governess for two children becomes convinced that the house and grounds are haunted.
682,Segerns sötma,(1957),"Drama, Film-Noir            ",96 min,8.0,100        ,"29,110",-,Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.
683,Masaan,(2015),Drama            ,109 min,8.2,-,"25,070",-,"Along India's Ganges River, four people face prejudice, a strict moral code and a punishing caste system as they confront personal tragedies."
684,Så går det till i krig,(1926),"Action, Adventure, Comedy            ",67 min,8.1,-,"83,308",$1.03M,"When Union spies steal an engineer's beloved locomotive, he pursues it single-handedly and straight through enemy lines."
685,"4 månader, 3 veckor och 2 dagar",(2007),Drama            ,113 min,7.9,97        ,"57,661",$1.19M,A woman assists her friend in arranging an illegal abortion in 1980s Romania.
686,Den gäckande skuggan,(1934),"Comedy, Crime, Mystery            ",91 min,8.0,86        ,"27,385",-,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it."
687,Cabirias nätter,(1957),Drama            ,110 min,8.1,-,"44,210",$0.75M,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.
688,Talvar,(2015),"Crime, Drama, Mystery            ",132 min,8.2,-,"32,473",$0.34M,An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide.
689,Fyra fula fiskar,(1933),"Comedy, Musical, War            ",69 min,7.8,93        ,"56,432",-,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.
690,Jab We Met,(2007),"Comedy, Drama, Romance            ",138 min,7.9,-,"49,230",$0.41M,A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.
691,Kort möte,(1945),"Drama, Romance            ",86 min,8.0,92        ,"36,980",-,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband."
692,Munna Bhai M.B.B.S.,(2003),"Comedy, Drama            ",156 min,8.1,-,"76,104",-,A gangster sets out to fulfill his father's dream of becoming a doctor.
693,Zigenarnas tid,(1988),"Comedy, Crime, Drama            ",142 min,8.2,-,"28,559",$0.28M,"In this luminous tale set in the area around Sarajevo and in Italy, Perhan, an engaging young Romany (gypsy) with telekinetic powers, is seduced by the quick-cash world of petty crime, which threatens to destroy him and those he loves."
694,M.S. Dhoni: The Untold Story,(2016),"Biography, Drama, Sport            ",184 min,7.9,-,"44,212",$1.78M,The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.
695,Små och stora brott,(1989),"Comedy, Drama            ",104 min,7.9,77        ,"55,692",$18.25M,An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.
696,Mot väggen,(2004),"Drama, Romance            ",121 min,7.9,78        ,"52,166",-,"With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love."
697,Toki o kakeru shôjo,(2006),"Animation, Adventure, Comedy            ",98 min,7.7,-,"62,067",-,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own."
698,"Vi ses igen, barn",(1987),"Drama, War            ",104 min,8.0,88        ,"31,986",$4.54M,"A French boarding school run by priests seems to be a haven from World War II until a new student arrives. He becomes the roommate of the top student in his class. Rivals at first, the roommates form a bond and share a secret."
699,Eskiya,(1996),"Crime, Drama, Thriller            ",128 min,8.2,-,"66,315",-,"Baran the Bandit, released from prison after 35 years, searches for vengeance and his lover."
700,Nefes: Vatan Sagolsun,(2009),"Action, Drama, Thriller            ",128 min,8.0,-,"32,413",-,Story of 40-man Turkish task force who must defend a relay station.
701,Anand,(1971),"Drama, Musical            ",122 min,8.3,-,"32,050",-,"The story of a terminally ill man who wishes to live life to the fullest before the inevitable occurs, as told by his best friend."
702,English Vinglish,(2012),"Comedy, Drama, Family            ",134 min,7.8,-,"34,387",$1.67M,"A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English."
703,Vizontele,(2001),"Comedy, Drama            ",110 min,8.0,-,"34,652",-,Lives of residents in a small Anatolian village change when television is introduced to them
704,Zelig,(1983),Comedy            ,79 min,7.7,-,"40,538",$11.80M,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people."
705,Udaan,(2010),Drama            ,134 min,8.2,-,"43,305",$0.01M,"Expelled from his school, a 16-year old boy returns home to his abusive and oppressive father."
706,Vid himlens utkant,(2007),Drama            ,122 min,7.8,85        ,"31,191",$0.74M,A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.
707,En mycket speciell middag,(1998),Comedy            ,80 min,7.7,73        ,"38,162",$4.07M,"A few friends have a weekly fools' dinner, where each brings a fool along. Pierre finds a champion fool for next dinner. Surprise."
708,OMG: Oh My God!,(2012),"Comedy, Drama, Fantasy            ",125 min,8.1,-,"53,704",$0.92M,A shopkeeper takes God to court when his shop is destroyed by an earthquake.
709,Chak De! India,(2007),"Drama, Family, Sport            ",153 min,8.2,68        ,"76,038",$1.11M,"Kabir Khan, the coach of the Indian Women's National Hockey Team, dreams of making his all-girls team emerge victorious against all odds."
710,Cirkus,(1928),"Comedy, Romance            ",72 min,8.1,90        ,"31,181",-,The Tramp finds work and the girl of his dreams at a circus.
711,Lage Raho Munna Bhai,(2006),"Comedy, Drama, Romance            ",144 min,8.0,-,"44,232",$2.22M,Munna Bhai embarks on a journey with Mahatma Gandhi in order to fight against a corrupt property dealer.
712,Vicky Donor,(2012),"Comedy, Romance            ",126 min,7.8,-,"40,719",$0.17M,"A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic."
713,Raazi,(2018),"Action, Drama, Thriller            ",138 min,7.8,-,"26,746",-,A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971.
714,Den stora illusionen,(1937),"Drama, War            ",113 min,8.1,-,"34,506",$0.17M,"During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress."
715,Knockin' on Heaven's Door,(1997),"Action, Crime, Comedy            ",87 min,7.9,-,"28,360",$0.00M,"Two terminally ill patients escape from a hospital, steal a car and rush towards the sea."
716,Sholay,(1975),"Action, Adventure, Comedy            ",204 min,8.2,-,"52,681",-,"After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit."
717,Mupparnas julsaga,(1992),"Comedy, Drama, Family            ",85 min,7.7,64        ,"51,022",$27.28M,The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.
718,"Fart, flickor och faror",(1924),"Action, Comedy, Romance            ",45 min,8.2,-,"44,105",$0.98M,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch."
719,Paan Singh Tomar,(2012),"Action, Biography, Crime            ",135 min,8.2,-,"34,301",$0.04M,"The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement."
720,Fiendeland,(2005),"Drama, History, Music            ",116 min,7.7,70        ,"28,321",$1.05M,"In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each other's way of life."
721,Black,(2005),Drama            ,122 min,8.2,-,"33,833",$0.73M,"The cathartic tale of a young woman who can't see, hear or talk and the teacher who brings a ray of light into her dark world."
722,Nine Queens,(2000),"Crime, Drama, Thriller            ",114 min,7.9,80        ,"50,688",$1.22M,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"")."
723,Kai po che!,(2013),"Drama, Sport            ",130 min,7.8,40        ,"34,231",$1.12M,Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.
724,Död och pina,(1975),"Comedy, War            ",85 min,7.7,89        ,"36,778",-,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon."
725,Spelets regler,(1939),"Comedy, Drama            ",110 min,8.0,-,"27,279",-,"A bourgeois life in France at the onset of World War II, as the rich and their poor servants meet up at a French chateau."
726,Galakväll på operan,(1935),"Comedy, Music, Musical            ",96 min,7.9,-,"31,157",$2.54M,A sly business manager and two wacky friends of two opera singers help them achieve success while humiliating their stuffy and snobbish enemies.
